0.0 0.66666666 0.0 -10.54310386 -10.54307919 -5.898999999986998e-05 -5.08499999996026e-05 -4.455999999963822e-05 -3.7769999999603954e-05 10.61485795 10.61493225 
0.0 0.66533066 0.0 -10.54289369 -10.54286896 -0.018679219999999663 -0.01867158999999985 0.01856306000000041 0.018570530000000307 10.61492802 10.61500228 
0.0 0.66399466 0.0 -10.542261439999999 -10.54223666 -0.037394039999999684 -0.03738639999999993 0.037240759999999984 0.03724822000000039 10.61513704 10.61521127 
0.0 0.66265866 0.0 -10.54121428 -10.54118945 -0.05620106999999974 -0.05619342999999999 0.05598691000000011 0.05599437000000007 10.61548324 10.61555742 
0.0 0.66132264 0.0 -10.539759609999999 -10.53973473 -0.07509941999999992 -0.07509176999999978 0.07480143000000039 0.07480889000000035 10.61596474 10.61603888 
0.0 0.65998664 0.0 -10.53790693 -10.53788201 -0.09445269999999972 -0.09444505999999997 0.09308251000000034 0.09308995000000042 10.61657868 10.616652740000001 
0.0 0.65865064 0.0 -10.53565997 -10.535635019999999 -0.11353132999999982 -0.11352367999999968 0.11203055000000006 0.1120379800000002 10.61732511 10.617399110000001 
0.0 0.65731462 0.0 -10.533028569999999 -10.533003579999999 -0.13269848999999967 -0.1326908299999996 0.1310466800000003 0.13105411 10.61820078 10.61827471 
0.0 0.65597862 0.0 -10.53002068 -10.529995659999999 -0.15195325999999998 -0.15194557999999958 0.15013082000000022 0.15013824000000042 10.6192035 10.61927736 
0.0 0.65464262 0.0 -10.526644319999999 -10.52661928 -0.17129467999999992 -0.17128698999999958 0.16928286000000003 0.16929029000000018 10.620331010000001 10.62040479 
0.0 0.65330662 0.0 -10.52290751 -10.522882449999999 -0.1907217499999998 -0.1907140599999999 0.18850272000000023 0.18851014 10.62158095 10.621654640000001 
0.0 0.6519706 0.0 -10.51889765 -10.51887257 -0.21042265999999987 -0.2104149599999996 0.20747398000000006 0.20748139000000032 10.62293604 10.62300958 
0.0 0.6506346 0.0 -10.51446423 -10.51443913 -0.23001890999999963 -0.23001118999999992 0.22682686000000007 0.22683427000000034 10.62442397 10.62449739 
0.0 0.6492986 0.0 -10.50969438 -10.50966927 -0.24969795999999977 -0.24969022999999968 0.2462472800000004 0.24625468000000028 10.62602669 10.62609999 
0.0 0.6479626 0.0 -10.50459604 -10.50457091 -0.26945884 -0.26945109999999994 0.2657351200000002 0.26574251000000015 10.62774147 10.62781464 
0.0 0.64662658 0.0 -10.49917703 -10.4991519 -0.28930057 -0.2892928099999996 0.2852903000000002 0.28529769000000016 10.62956548 10.6296385 
0.0 0.64529058 0.0 -10.49344513 -10.49341999 -0.3092221599999996 -0.30921438999999973 0.3049127100000002 0.30492010000000014 10.63149577 10.63156863 
0.0 0.64395458 0.0 -10.48740798 -10.48738284 -0.3292226199999999 -0.3292148399999997 0.32460228000000013 0.32460966000000013 10.633529300000001 10.63360198 
0.0 0.64261858 0.0 -10.48107313 -10.48104798 -0.3493009599999999 -0.34929315999999977 0.3443589100000002 0.3443662900000002 10.6356629 10.63573538 
